Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1000,CA-2015-162537,2015-10-28,11/3/15,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Henderson,Kentucky,42420,South,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,33.11,7,0.0,12.9129
1001,CA-2016-155488,2016-11-13,11/17/16,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Vancouver,Washington,98661,West,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,44.02,2,0.0,11.4452
1002,CA-2015-124891,2015-07-31,7/31/15,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10024,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,2309.65,7,0.0,762.1845
1003,CA-2015-124891,2015-07-31,7/31/15,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10024,East,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1090.782,7,0.4,-290.8752
1004,CA-2015-124891,2015-07-31,7/31/15,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10024,East,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,19.44,3,0.0,9.3312
1005,CA-2015-126445,2015-08-27,8/31/15,Standard Class,RA-19945,Ryan Akin,Consumer,United States,Murrieta,California,92563,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,484.65,3,0.0,92.0835
1006,CA-2015-111199,2015-11-13,11/17/15,Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,115.296,3,0.2,40.3536
1007,CA-2015-105312,2015-11-06,11/9/15,First Class,MT-17815,Meg Tillman,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7.08,3,0.2,2.478
1008,CA-2015-105312,2015-11-06,11/9/15,First Class,MT-17815,Meg Tillman,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,4.401,3,0.7,-3.5208
1009,US-2017-106705,2017-12-26,1/1/18,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Burlington,Iowa,52601,Central,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",44.75,5,0.0,20.585
1010,CA-2017-135034,2017-08-01,8/3/17,First Class,AT-10735,Annie Thurman,Consumer,United States,Chicago,Illinois,60653,Central,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,95.984,2,0.2,5.999
1011,CA-2014-158540,2014-11-24,11/26/14,First Class,VG-21790,Vivek Gonzalez,Consumer,United States,San Diego,California,92037,West,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",151.72,4,0.0,27.3096
1012,CA-2017-118437,2017-06-17,6/21/17,Second Class,PF-19165,Philip Fox,Consumer,United States,Olympia,Washington,98502,West,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",155.25,3,0.0,46.575
1013,CA-2017-118437,2017-06-17,6/21/17,Second Class,PF-19165,Philip Fox,Consumer,United States,Olympia,Washington,98502,West,OFF-ST-10003722,Office Supplies,Storage,Project Tote Personal File,14.03,1,0.0,4.0687
1014,US-2015-126214,2015-12-21,12/24/15,Second Class,JS-15880,John Stevenson,Consumer,United States,Seattle,Washington,98103,West,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,1618.37,13,0.0,356.0414
1015,US-2015-126214,2015-12-21,12/24/15,Second Class,JS-15880,John Stevenson,Consumer,United States,Seattle,Washington,98103,West,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,99.6,1,0.0,36.852
1016,CA-2015-133025,2015-09-17,9/19/15,Second Class,MO-17800,Meg O'Connel,Home Office,United States,Los Angeles,California,90036,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,32.4,5,0.0,15.552
1017,CA-2015-108665,2015-07-06,7/10/15,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,13.96,2,0.0,6.7008
1018,CA-2015-108665,2015-07-06,7/10/15,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",155.82,3,0.0,63.8862
1019,CA-2015-108665,2015-07-06,7/10/15,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,124.95,5,0.0,2.499
1020,CA-2015-108665,2015-07-06,7/10/15,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,601.65,5,0.0,156.429
1021,CA-2015-124450,2015-04-27,5/3/15,Standard Class,GT-14710,Greg Tran,Consumer,United States,Washington,District of Columbia,20016,East,OFF-AR-10001166,Office Supplies,Art,Staples in misc. colors,22.74,3,0.0,8.8686
1022,CA-2015-124450,2015-04-27,5/3/15,Standard Class,GT-14710,Greg Tran,Consumer,United States,Washington,District of Columbia,20016,East,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,1267.53,3,0.0,316.8825
1023,CA-2015-124450,2015-04-27,5/3/15,Standard Class,GT-14710,Greg Tran,Consumer,United States,Washington,District of Columbia,20016,East,TEC-MA-10004212,Technology,Machines,Cisco SPA525G2 5-Line IP Phone,1379.92,8,0.0,648.5624
1024,CA-2015-167269,2015-06-16,6/20/15,Standard Class,PB-19150,Philip Brown,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,6.208,2,0.2,2.1728
1025,CA-2017-106964,2017-12-17,12/20/17,First Class,HR-14770,Hallie Redmond,Home Office,United States,Los Angeles,California,90045,West,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,11.808,2,0.2,4.2804
1026,CA-2016-126529,2016-01-11,1/13/16,Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,45503,East,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,15.552,3,0.2,5.4432
1027,CA-2016-126529,2016-01-11,1/13/16,Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,45503,East,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,63.312,3,0.2,20.5764
1028,CA-2016-126529,2016-01-11,1/13/16,Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,45503,East,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,15.588,2,0.4,-9.8724
1029,CA-2014-163552,2014-07-11,7/15/14,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,7601,East,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,177.2,5,0.0,83.284
1030,CA-2014-163552,2014-07-11,7/15/14,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,7601,East,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,197.97,3,0.0,57.4113
1031,CA-2014-163552,2014-07-11,7/15/14,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,7601,East,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,854.94,3,0.0,213.735
1032,CA-2014-163552,2014-07-11,7/15/14,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,7601,East,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,124.11,9,0.0,52.1262
1033,CA-2014-163552,2014-07-11,7/15/14,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,7601,East,OFF-LA-10001175,Office Supplies,Labels,Avery 514,14.4,5,0.0,7.056
1034,CA-2016-109820,2016-11-20,11/22/16,First Class,AG-10390,Allen Goldenen,Consumer,United States,Cincinnati,Ohio,45231,East,OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,15.696,3,0.2,5.1012
1035,CA-2016-109820,2016-11-20,11/22/16,First Class,AG-10390,Allen Goldenen,Consumer,United States,Cincinnati,Ohio,45231,East,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,2.628,2,0.7,-1.9272
1036,CA-2016-109820,2016-11-20,11/22/16,First Class,AG-10390,Allen Goldenen,Consumer,United States,Cincinnati,Ohio,45231,East,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,14.427,3,0.7,-10.5798
1037,CA-2016-113061,2016-04-22,4/26/16,Standard Class,EL-13735,Ed Ludwig,Home Office,United States,Jefferson City,Missouri,65109,Central,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,86.62,2,0.0,8.662
1038,CA-2015-127418,2015-06-13,6/14/15,First Class,JJ-15445,Jennifer Jackson,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,36.624,3,0.2,13.734
1039,CA-2017-121818,2017-11-20,11/21/17,First Class,JH-15430,Jennifer Halladay,Consumer,United States,Burlington,North Carolina,27217,South,OFF-AR-10000203,Office Supplies,Art,Newell 336,23.968,7,0.2,2.6964
1040,CA-2017-121818,2017-11-20,11/21/17,First Class,JH-15430,Jennifer Halladay,Consumer,United States,Burlington,North Carolina,27217,South,OFF-AR-10004790,Office Supplies,Art,Staples in misc. colors,28.728,3,0.2,1.7955
1041,CA-2016-127670,2016-03-20,3/24/16,Standard Class,RD-19660,Robert Dilbeck,Home Office,United States,Saint Peters,Missouri,63376,Central,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,697.16,4,0.0,146.4036
1042,CA-2016-102981,2016-09-06,9/9/16,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,New York City,New York,10035,East,TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,31.86,2,0.0,11.151
1043,CA-2016-102981,2016-09-06,9/9/16,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,New York City,New York,10035,East,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",722.352,3,0.2,90.294
1044,CA-2017-115651,2017-07-09,7/12/17,First Class,NS-18640,Noel Staavos,Corporate,United States,Chicago,Illinois,60610,Central,OFF-AR-10001130,Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack",8.84,5,0.2,2.9835
1045,CA-2017-115651,2017-07-09,7/12/17,First Class,NS-18640,Noel Staavos,Corporate,United States,Chicago,Illinois,60610,Central,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,58.464,9,0.8,-146.16
1046,CA-2017-152702,2017-10-12,10/16/17,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Rockford,Illinois,61107,Central,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",254.604,14,0.3,-18.186
1047,CA-2016-169103,2016-03-08,3/13/16,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Miami,Florida,33142,South,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363.96,5,0.2,85.2475
1048,CA-2016-169103,2016-03-08,3/13/16,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Miami,Florida,33142,South,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3,0.2,-3.8385
1049,CA-2014-139192,2014-05-27,6/1/14,Second Class,LC-16885,Lena Creighton,Consumer,United States,San Francisco,California,94109,West,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,1113.504,12,0.2,125.2692
1050,CA-2014-139192,2014-05-27,6/1/14,Second Class,LC-16885,Lena Creighton,Consumer,United States,San Francisco,California,94109,West,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,99.99,1,0.0,37.9962
1051,US-2015-153500,2015-07-03,7/5/15,First Class,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,168.464,2,0.2,-29.4812
1052,US-2015-153500,2015-07-03,7/5/15,First Class,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",6.72,2,0.2,2.436
1053,US-2015-153500,2015-07-03,7/5/15,First Class,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10004460,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",282.888,9,0.2,56.5776
1054,CA-2015-110667,2015-04-04,4/8/15,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,10009,East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,11.16,2,0.0,4.3524
1055,CA-2015-110667,2015-04-04,4/8/15,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,10009,East,FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,108.4,2,0.0,22.764
1056,CA-2015-110667,2015-04-04,4/8/15,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,10009,East,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,82.344,3,0.2,27.7911
1057,CA-2015-110667,2015-04-04,4/8/15,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,10009,East,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,9.088,4,0.2,3.2944
1058,CA-2017-167150,2017-12-10,12/17/17,Standard Class,BP-11185,Ben Peterman,Corporate,United States,San Diego,California,92037,West,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,19.936,4,0.2,7.2268
1059,CA-2017-167150,2017-12-10,12/17/17,Standard Class,BP-11185,Ben Peterman,Corporate,United States,San Diego,California,92037,West,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",65.568,2,0.2,22.9488
